VideoID,Site,Title,Performers,Rating,Director,Description,Runtime,Release Date,Year,Pictures,Video URL,Thumbnail URL,Thumbnail Filename
107087,Blacked,College Hotties Get Plowed In Hardcore Orgy,"MELANIE MARIE, DELLA CATE, HAZEL MOORE, ISIAH MAXWELL, HOLLYWOOD CASH, JAX SLAYHER",9.6,Derek Dozer,"Melanie, Hazel, and Della worked hard all semester, and now these college girls are on their first vacation unsupervised. They're all responsible, but that doesn't mean they can't have fun at their hotel, and what their boyfriends don't know won't hurt them.",39:07:00,02-Jul-26,2026,107,https://www.blacked.com/videos/college-hotties-get-plowed-in-hardcore-orgy,https://cdn.blacked.com/scene/videoimages/107087/mainLandscape/1782291836025/blacked-college-hotties-get-plowed-in-hardcore-orgy_3840x2160.jpeg,107087.jpeg
107086,Blacked,Tight Little Stunner Squeals While Riding BBC,"HAZEL HEART, JASON LUV",8.9,Derek Dozer,"Haze is spoken for, but when she meets her new neighbor, she learns the difference between ""settled"" and ""settling."" Time for this cutie to trade up...",32:01:00,27-Jun-26,2026,74,https://www.blacked.com/videos/tight-little-stunner-squeals-while-riding-bbc,https://cdn.blacked.com/scene/videoimages/107086/mainLandscape/1781697072446/blacked-021626-ha-he_3840x2160.jpeg,107086.jpeg
107067,Blacked,MILFs Eva and Phoenix Get Fucked In Rough Foursome,"PHOENIX MARIE, EVA ANGELINA, DAMION DAYSKI, CHOCOLATE ROD",8,Derek Dozer,"No matter how far they go, ex-trophy wives Phoenix and Eva can't outrun their deepest desire, so they might as well face it head-on.",34:23:00,22-Jun-26,2026,80,https://www.blacked.com/videos/milfs-eva-and-phoenix-get-fucked-in-rough-foursome,https://cdn.blacked.com/scene/videoimages/107067/mainLandscape/1781174311213/blacked-082624-phx-ma_3840x2160.jpeg,107067.jpeg
107066,Blacked,Tiny Fresh Face Lets Jason Luv Fill Her Up,"SUMMER KLINE, JASON LUV",9,Derek Dozer,"Summer is housesitting between semesters, and crushing hard on the homeowner. Her boss is big, rich... everything her boyfriend isn't. But Summer's boyfriend isn't around during work hours...",34:27:00,17-Jun-26,2026,68,https://www.blacked.com/videos/tiny-fresh-face-lets-jason-luv-fill-her-up,https://cdn.blacked.com/scene/videoimages/107066/mainLandscape/1780910819559/blacked-111025-su-kl_3840x2160.jpeg,107066.jpeg
106489,Blacked,Pull Chapter 5: Flight,"HOPE HEAVEN, TROY FRANCISCO",8.7,Julia Grandi,"Confession, persuasion, obsession: Hope escapes a web of manipulation only to discover the game she played wrecked a relationship. Now she has a new target in need of seducing.. or maybe she's chasing the thrill of deceit. The conclusion to our five-part mindfuck thriller.",47:20:00,12-Jun-26,2026,100,https://www.blacked.com/videos/pull-chapter-5-flight,https://cdn.blacked.com/scene/videoimages/106489/mainLandscape/1780488682715/blacked-pull-chapter-5-flight_3840x2160.jpeg,106489.jpeg
106410,Blacked,Bored Housewife Gets Huge BBC Creampie,"AZUL HERMOSA, CHOCOLATE ROD",8.2,Derek Dozer,"Azul needs results, and as nice as her husband might be, he isn't giving them to her. So this wife calls in a ringer to bring some positivity to the situation.",28:18:00,07-Jun-26,2026,64,https://www.blacked.com/videos/bored-housewife-gets-huge-bbc-creampie,https://cdn.blacked.com/scene/videoimages/106410/mainLandscape/1774438631238/blacked-bored-housewife-gets-huge-bbc-creampie_3840x2160.jpeg,106410.jpeg
106894,Blacked,Petite Stunner Gets DPd,"SOPHIE WEBER, FREDDY GONG, MANNIE COCO",8.6,Julia Grandi,"Sophie's man isn't in the mood for action, but he does have an urge to watch. Sophie, on the other hand, wants to get down and get wild... if her man is no help, she'll find two men to test her limits.",42:48:00,02-Jun-26,2026,102,https://www.blacked.com/videos/petite-stunner-gets-dpd,https://cdn.blacked.com/scene/videoimages/106894/mainLandscape/1780033870114/blacked-petite-stunner-gets-dpd_3840x2160.jpeg,106894.jpeg
106658,Blacked,Petite Tight Blonde Gets Creampied,"ASHLEY ALEXANDER, HOLLYWOOD CASH",8.7,Laurent Sky,"Ashley has an audition dancing for a major rap artist. He has peak charisma, but Ashley has moves all her own.",45:14:00,28-May-26,2026,64,https://www.blacked.com/videos/petite-tight-blonde-gets-creampied,https://cdn.blacked.com/scene/videoimages/106658/mainLandscape/1778771614651/blacked-040824-ash-ale_3840x2160.jpeg,106658.jpeg
106655,Blacked,Flawless Besties Eve And Kelly Ride BBC,"EVE SWEET, KELLY COLLINS, JAX SLAYHER",9.4,Julia Grandi,"Eve and Kelly are the best of friends, and nobody fights like besties. When these two compete over the same guy, the only way to settle it is to see if he's equipped to satisfy both these beauties.",57:25:00,23-May-26,2026,77,https://www.blacked.com/videos/flawless-besties-eve-and-kelly-ride-bbc,https://cdn.blacked.com/scene/videoimages/106655/mainLandscape/1779342707928/blacked-flawless-besties-eve-and-kelly-ride-bbc_3840x2160.jpeg,106655.jpeg
106647,Blacked,Petite Cheater Gets Stretched To Her Limit,"LUCY MOCHI, HOLLYWOOD CASH",9.3,Derek Dozer,"Lucy has a gig shooting a music video for a guy who FUCKS. His last single was about fucking girls with boyfriends. And lucky for Lucy, she has a jealous one at home...",37:19:00,18-May-26,2026,78,https://www.blacked.com/videos/petite-cheater-gets-stretched-to-her-limit,https://cdn.blacked.com/scene/videoimages/106647/mainLandscape/1778489207998/blacked-030626-lu-mo_3840x2160.jpeg,106647.jpeg
106488,Blacked,Pull Chapter 2: Pairing,"HOPE HEAVEN, MELANIE MARIE, FREDDY GONG, DIMITRI SHADOW",9.3,Julia Grandi,"Obsession, manipulation, satisfaction: after Hope's new lover disappears, she strikes up an unexpected friendship with a playgirl, Melanie. Melanie teaches Hope how to wrap men around her finger, and all their teasing lands them guys who like to play as hard as they do. Chapter II of our five-part psychological thriller. Follow the mindfuck on TUSHY.",51:26:00,13-May-26,2026,106,https://www.blacked.com/videos/pull-chapter-2-pairing,https://cdn.blacked.com/scene/videoimages/106488/mainLandscape/1777974242940/blacked-pull-ep-2_3840x2160.jpeg,106488.jpeg
106160,Blacked,Married Blonde Ditches Hubby For BBC,"CECELIA TAYLOR, ANTON HARDEN",9.2,Laurent Sky,"Cecilia's husband isn't satisfying her, and now she's on the prowl. This petite blonde thinks she might have found a prospect who can hit the spots that are going overlooked at home.",34:58:00,08-May-26,2026,69,https://www.blacked.com/videos/married-blonde-ditches-hubby-for-bbc,https://cdn.blacked.com/scene/videoimages/106160/mainLandscape/1777356666902/blacked-022824-cec-tay_3840x2160.jpeg,106160.jpeg
106457,Blacked,Boss Babe Claims Ownership Over BBC,"NICOLE DOSHI, HOLLYWOOD CASH",8.7,Laurent Sky,"Girlboss Nicole gets what she wants, even if what she wants isn't for anyone's benefit but her own. Right now, this office hottie wants to promote an employee and give herself a BIG benefit package.",37:43:00,03-May-26,2026,65,https://www.blacked.com/videos/boss-babe-claims-ownership-over-bbc,https://cdn.blacked.com/scene/videoimages/106457/mainLandscape/1776856083201/blacked-111523-nic-do_3840x2160.jpeg,106457.jpeg
106449,Blacked,Plaything Gets Dominated By Her Sugar Daddy,"MELZTUBE, JASON LUV",7.4,Derek Dozer,"Melztube has an arrangement, but it's not what you'd expect: her sugar daddy is the reason she got into this business in the first place, and this voluptuous girl is more than happy to fulfil her end of the bargain... maybe she should be paying him.",33:37:00,28-Apr-26,2026,70,https://www.blacked.com/videos/plaything-gets-dominated-by-her-sugar-daddy,https://cdn.blacked.com/scene/videoimages/106449/mainLandscape/1775749983928/blacked-022026-mel_3840x2160.jpeg,106449.jpeg
106448,Blacked,BBC Makes Chloe Scream For More,"CHLOE ROSE, ROB PIPER",9,Laurent Sky,"Chloe knows how to push buttons, and that's why her man keeps her around: they both love drama. Enough teasing will earn this blonde troublemaker the kind of scolding she enjoys.",30:31:00,23-Apr-26,2026,52,https://www.blacked.com/videos/bbc-makes-chloe-scream-for-more,https://cdn.blacked.com/scene/videoimages/106448/mainLandscape/1775565258053/blacked-031023-chl-ro_3840x2160.jpeg,106448.jpeg
106413,Blacked,Cheating Wife Lilly Treats Herself To A Massive Cock,"LILLY BELL, JAX SLAYHER",9.6,Laurent Sky,"Lilly should have seen it coming from a mile away: now that this blonde is settled into a career and a stable marriage to an optometrist, of course she wants to have fun with the first real stud to come her way. For Lilly, cheating is easy: keeping her glasses clean is the hard part.",48:45:00,18-Apr-26,2026,74,https://www.blacked.com/videos/cheating-wife-lilly-treats-herself-to-a-massive-cock,https://cdn.blacked.com/scene/videoimages/106413/mainLandscape/1775553738269/blacked-112023-lil-b_3840x2160.jpeg,106413.jpeg
106412,Blacked,Curvy Cutie Rissa Gets BBC Tag-Teamed,"RISSA MAY, ISIAH MAXWELL, HOLLYWOOD CASH",9.2,Derek Dozer,"Rissa is interviewing with the hottest real estate brokerage in town. Moving property isn't always simple, but Rissa has a talent for helping clients picture a space's potential, and if she can demonstrate that she'll get the job in a flash.",33:18:00,13-Apr-26,2026,73,https://www.blacked.com/videos/curvy-cutie-rissa-gets-bbc-tag-teamed,https://cdn.blacked.com/scene/videoimages/106412/mainLandscape/1774954012785/blacked-011926-rim_3840x2160.jpeg,106412.jpeg
106417,Blacked,Fit MILF Serenity Gets Worked Out By BBC,"SERENITY COX, MANNIE COCO",9.6,Laurent Sky,"Serenity's husband has been looking at other women, so she hired a personal trainer to make her body irresistible to the eye. Whatever he's doing, it's working, and now all the extra attention and alone time have this wife thinking about being the first to break their vows.",45:03:00,08-Apr-26,2026,70,https://www.blacked.com/videos/fit-milf-serenity-gets-worked-out-by-bbc,https://cdn.blacked.com/scene/videoimages/106417/mainLandscape/1774952791873/blacked-01925-ser-co_3840x2160.jpeg,106417.jpeg
106405,Blacked,Feisty Wife Valentina Needs BBC Therapy,"VALENTINA NAPPI, RICHARD MANN",9.3,Laurent Sky,"Even with a gorgeous wife, Valentina's husband is a constant disappointment, keeping her waiting night after night. Getting angry didn't make her feel better, but this sultry beauty has a therapeutic outlet.",45:14:00,03-Apr-26,2026,64,https://www.blacked.com/videos/feisty-wife-valentina-needs-bbc-therapy,https://cdn.blacked.com/scene/videoimages/106405/mainLandscape/1774267227302/blacked-021323-vana-nap_3840x2160.jpeg,106405.jpeg
106401,Blacked,Natural Stunner Borrows BFF's Secret Boy-Toy,"BRITNEY DUTCH, FREDDY GONG",9.4,Julia Grandi,"Britney married too young, divorced, and now she's on a vacay with her friend, who is cheating. Her friend says Britney deserves better, and she has just the guy for the job.",48:27:00,29-Mar-26,2026,102,https://www.blacked.com/videos/natural-stunner-borrows-bffs-secret-boy-toy,https://cdn.blacked.com/scene/videoimages/106401/mainLandscape/1773903676098/blacked-102825-bri-du_3840x2160.jpeg,106401.jpeg
106393,Blacked,BBC-Hungry Cutie Ditches Boring BF,"DELLA CATE, DAMION DAYSKI",9.2,Derek Dozer,"Della and her boyfriend are fighting, so she's taking a short getaway with her ""just a friend."" Of course, he's never been just a friend, and this girl is playing with fire.",32:28:00,24-Mar-26,2026,65,https://www.blacked.com/videos/bbc-hungry-cutie-ditches-boring-bf,https://cdn.blacked.com/scene/videoimages/106393/mainLandscape/1773828398765/blacked-020226-delca_3840x2160.jpeg,106393.jpeg
106357,Blacked,Tiny Blonde Is A Brat For BBC,"HALEY SPADES, HOLLYWOOD CASH",9.4,Laurent Sky,"Tiny Haley knows just how to get under her man's skin so he'll give her a deep, hard fucking. This blonde might be small, but she can be the biggest brat ever.",40:55:00,19-Mar-26,2026,66,https://www.blacked.com/videos/tiny-blonde-is-a-brat-for-bbc,https://cdn.blacked.com/scene/videoimages/106357/mainLandscape/1772726798857/blacked-120723-ha-sp_3840x2160.jpeg,106357.jpeg
106341,Blacked,Irresistible Cutie Ellie Gets Filled Up By BBC,"ELLIE NOVA, JASON LUV",9.2,Derek Dozer,"Ellie might be shy, but she knows why she landed this internship: because guys like Jason will want to hit on her. The only thing she doesn't know is why she likes it so much.",33:31:00,14-Mar-26,2026,60,https://www.blacked.com/videos/irresistible-cutie-ellie-gets-filled-up-by-bbc,https://cdn.blacked.com/scene/videoimages/106341/mainLandscape/1772188389768/blacked-092425-ell-no_3840x2160.jpeg,106341.jpeg
106340,Blacked,BBC-Curious College Grad Can't Resist Boss' Huge Cock,"SELENA LOVE, HOLLYWOOD CASH",9.5,Laurent Sky,"Selena's conservative parents are insisting she get started on her career, and she's hoping she's cute and qualified enough to land her first serious role. When her would-be boss shares his business model, Selena will have to prove that even though she's fresh out of college, she's ready to do the dirty work.",46:03:00,09-Mar-26,2026,70,https://www.blacked.com/videos/bbc-curious-college-grad-cant-resist-boss-huge-cock,https://cdn.blacked.com/scene/videoimages/106340/mainLandscape/1772104065479/blacked-033125-sel-lo_3840x2160.jpeg,106340.jpeg
106338,Blacked,Sneaky Blonde Wife Has Secret BBC Affair,"DYLAN MOORE, ISIAH MAXWELL",8.6,Laurent Sky,"Dylan is having an affair, and half the fun is screwing with her husband's head. This cute blonde wife isn't fucking just anybody, and she's waving it right under her husband's nose.",36:00:00,05-Mar-26,2026,65,https://www.blacked.com/videos/sneaky-blonde-wife-has-secret-bbc-affair,https://cdn.blacked.com/scene/videoimages/106338/mainLandscape/1771489619293/blacked-042624-dyl-mo_3840x2160.jpeg,106338.jpeg
106329,Blacked,Gorgeous Blonde Has Her BBC Dreams Come True,"RIVER LYNN, HOLLYWOOD CASH",9.2,Laurent Sky,It's River's last chance to go from down-on-her-luck bartender to dazzling blonde it girl: all it will take is a late-night celebrity hookup with the biggest star in town. That's one way to make it in L.A.,49:39:00,28-Feb-26,2026,58,https://www.blacked.com/videos/gorgeous-blonde-has-her-bbc-dreams-come-true,https://cdn.blacked.com/scene/videoimages/106329/mainLandscape/1770891857412/blacked-111323-ri-ly_3840x2160.jpeg,106329.jpeg
106317,Blacked,Blonde Boss Babe Gets Worked Out By BBC,"KAY LOVELY, ISIAH MAXWELL",9.2,Laurent Sky,"Kay is a young entrepreneur, and owning a gym doesn't leave much time for this blonde to get in her exercise. But when the right client comes along, she decides to move around her schedule and squeeze in a workout.",43:57:00,23-Feb-26,2026,71,https://www.blacked.com/videos/blonde-boss-babe-gets-worked-out-by-bbc,https://cdn.blacked.com/scene/videoimages/106317/mainLandscape/1770880650697/blacked-110623-ka-lo_3840x2160.jpeg,106317.jpeg
106316,Blacked,Shy Redhead Stella Wants BBC,"STELLA LUXX, JASON LUV",9.2,Derek Dozer,"Stella's smart, shy, and ready to explore the world, but her friends are overprotective and always keeping her from stretching out. They might be good friends... but Stella has her eye on a bad man.",34:51:00,18-Feb-26,2026,68,https://www.blacked.com/videos/shy-redhead-stella-wants-bbc,https://cdn.blacked.com/scene/videoimages/106316/mainLandscape/1770638211476/blacked-082125-ste-lu_3840x2160.jpeg,106316.jpeg
106264,Blacked,Scorned Part 4,"EVE SWEET, JAX SLAYHER, NELSON MANDINGO",9.4,Julia Grandi,Eve's husband is the biggest enabler of the hotwife life... until she decides she wants two other men at once. He doesn't want to see two guys play tug of war with the love of his life... but maybe he can listen.,46:45:00,13-Feb-26,2026,103,https://www.blacked.com/videos/scorned-part-4,https://cdn.blacked.com/scene/videoimages/106264/mainLandscape/1770285270661/blacked-scorned-part-4_3840x2160.jpeg,106264.jpeg
106258,Blacked,Tiny Beauty Vanna Can't Get Enough BBC,"VANNA BARDOT, DAMION DAYSKI",9.4,Laurent Sky,Vanna is the sexiest DJ on the scene: the method to her mixes is incorporating pounding beats into her love life after every show.,36:26:00,08-Feb-26,2026,74,https://www.blacked.com/videos/tiny-beauty-vanna-cant-get-enough-bbc,https://cdn.blacked.com/scene/videoimages/106258/mainLandscape/1770277383332/blacked-tiny-beauty-vanna-cant-get-enough-bbc_3840x2160.jpeg,106258.jpeg
106254,Blacked,Flawless Redhead Jessi Gets BBC Creampie,"JESSI RAE, JAX SLAYHER",9.3,Derek Dozer,"Now that Jessi is making it as a model, she has outgrown her boyfriend. Now, this redhead is ready to stretch herself, and get something out of life that is better... and bigger.",39:36:00,03-Feb-26,2026,87,https://www.blacked.com/videos/flawless-redhead-jessi-gets-bbc-creampie,https://cdn.blacked.com/scene/videoimages/106254/mainLandscape/1769686011336/blacked-flawless-redhead-jessi-gets-bbc-creampie_3840x2160.jpeg,106254.jpeg
106210,Blacked,Tiny Blonde Cutie Gets Stretched Out By BBC,"RILEY STAR, CHOCOLATE ROD",9.4,Laurent Sky,"Riley can't stand the noise her new neighbor is making... until this blonde finds out who he is, and what equipment he's packing in that apartment.",42:28:00,29-Jan-26,2026,65,https://www.blacked.com/videos/tiny-blonde-cutie-gets-stretched-out-by-bbc,https://cdn.blacked.com/scene/videoimages/106210/mainLandscape/1769419496711/blacked-tiny-blonde-cutie-gets-stretched-out-by-bbc_3840x2160.jpeg,106210.jpeg
106159,Blacked,Buxom Blonde Angie Takes A Huge BBC,"ANGIE FAITH, HOLLYWOOD CASH",8.9,Laurent Sky,"Angie is the kind of girl who takes what she wants, and this buxom blonde has her big blue eyes fixed between her boss's legs.",40:59:00,24-Jan-26,2026,64,https://www.blacked.com/videos/buxom-blonde-angie-takes-a-huge-bbc,https://cdn.blacked.com/scene/videoimages/106159/mainLandscape/1768563571050/blacked-buxom-blonde-angie-takes-a-monster-bbc_3840x2160.jpeg,106159.jpeg
106246,Blacked,Petite Beauty Gets Filled Up By BBC,"ZARA, ANTON HARDEN",9.5,Derek Dozer,"Zara has a boyfriend, but cheating in a dream doesn't count, does it? Zara does things for her dream lover she would never do in real life... never-ever.",30:57:00,19-Jan-26,2026,71,https://www.blacked.com/videos/petite-beauty-gets-filled-up-by-bbc,https://cdn.blacked.com/scene/videoimages/106246/mainLandscape/1768215301271/blacked-121125_3840x2160.jpeg,106246.jpeg
106158,Blacked,Tiny Tight Blonde Demi Does The Splits On His BBC,"DEMI HAWKS, JAX SLAYHER",9.3,Laurent Sky,"Demi can't cope with the freaky stuff, but fear and arousal aren't entirely separate emotions. She needs to find something scarier than a horror movie to take her mind off the screen, and a hard challenge might do the trick.",42:10:00,14-Jan-26,2026,64,https://www.blacked.com/videos/tiny-tight-blonde-demi-does-the-splits-on-his-bbc,https://cdn.blacked.com/scene/videoimages/106158/mainLandscape/1765304647263/blacked-041523-de-ha_3840x2160.jpeg,106158.jpeg
106139,Blacked,Hot Blonde MILF Is Addicted To BBC,"CHARLIE FORDE, HOLLYWOOD CASH",9.4,Laurent Sky,"Charlie is hopelessly addicted to her boyfriend's dick. They've been partying and teasing each other all night, and now it's time for this blonde bombshell to get her hands on some morning glory.",54:02:00,09-Jan-26,2026,62,https://www.blacked.com/videos/hot-blonde-milf-is-addicted-to-bbc,https://cdn.blacked.com/scene/videoimages/106139/mainLandscape/1766221685951/blacked-hot-blonde-milf-is-addicted-to-bbc_3840x2160.jpeg,106139.jpeg
106138,Blacked,Naughty Beauty Gets Stretched Out,"CHANEL CAMRYN, CHOCOLATE ROD",9.4,Laurent Sky,"Chanel's friend keeps acting conniving, pulling power plays and showing off her lavish lifestyle. But showing Chanel her boyfriend's big dick is a step too far, and now this petite firecracker can't help feeling curious...",36:50:00,04-Jan-26,2026,60,https://www.blacked.com/videos/naughty-beauty-gets-stretched-out,https://cdn.blacked.com/scene/videoimages/106138/mainLandscape/1766220278630/blacked-naughty-beauty-gets-stretched-out_3840x2160.jpeg,106138.jpeg
106137,Blacked,BBC-Crazy Besties Love Sharing Cock,"RISSA MAY, REYNA BELLE, JAX SLAYHER",8.6,Derek Dozer,"Rissa's new best friend Reyna is blowing up in LA: she has the followers, the celebrity friends, and a hot boyfriend. Rissa can't help being a little jealous, but Reyna is the kind of girl who likes to share the wealth... and there is a lot to go around.",35:18:00,30-Dec-25,2025,68,https://www.blacked.com/videos/bbc-crazy-besties-love-sharing-cock,https://cdn.blacked.com/scene/videoimages/106137/mainLandscape/1766137791802/blacked-bbc-crazy-besties-love-sharing-cock_3840x2160.jpeg,106137.jpeg
106136,Blacked,Tiny Blonde Cheats With Big Sister's Man,"AVRORA MEEY, TROY FRANCISCO",9.2,Julia Grandi,"Avrora's older sister is hosting her, and the sister's man instantly likes what he sees. Avrora has always followed her older sister's example, but she'll be the first one in this family to steal her sibling's man.",51:00:00,25-Dec-25,2025,95,https://www.blacked.com/videos/tiny-blonde-cheats-with-big-sisters-man,https://cdn.blacked.com/scene/videoimages/106136/mainLandscape/1766137625899/blacked-tiny-blonde-cheats-with-big-sisters-man_3840x2160.jpeg,106136.jpeg
106135,Blacked,BBC-Hungry Masseuse Gets Creampied By Client,"NICOLE DOSHI, DAMION DAYSKI",8.8,Laurent Sky,"Nicole is a quick thinker. When a client she has her eye on hires her for elite health services, she turns it into an opportunity to build up some endorphins.",40:46:00,20-Dec-25,2025,69,https://www.blacked.com/videos/bbc-hungry-masseuse-gets-creampied-by-client,https://cdn.blacked.com/scene/videoimages/106135/mainLandscape/1765282099875/blacked-030624-ni-do_3840x2160.jpeg,106135.jpeg
106134,Blacked,Natural Curvy BBC-Goddess Angel Devours Cock,"ANGEL YOUNGS, JASON LUV",9.3,Derek Dozer,"Angel's boss keeps making advances, and this married woman senses he only asks her to help set up a gala to get her into bed. The only thing she can't figure out is why she's getting so glammed up for the occasion...",33:58:00,15-Dec-25,2025,92,https://www.blacked.com/videos/natural-curvy-bbc-goddess-angel-devours-cock,https://cdn.blacked.com/scene/videoimages/106134/mainLandscape/1765280535910/blacked-natural-curvy-bbc-goddess-angel-devours-cock_3840x2160.jpeg,106134.jpeg
106107,Blacked,Insatiable Blonde Is Addicted To BBC,"HALEY REED, JAX SLAYHER",9.5,Laurent Sky,"Haley has the guys at work obsessed with her, but that's not what she's after at all. This ambitious blonde has only one goal in mind, and she'll do anything to climb that ladder.",41:47:00,10-Dec-25,2025,73,https://www.blacked.com/videos/insatiable-blonde-is-addicted-to-bbc,https://cdn.blacked.com/scene/videoimages/106107/mainLandscape/1764068229693/blacked-120823-ha-r_3840x2160.jpeg,106107.jpeg
106106,Blacked,Blonde Babe Gets The Best BBC Creampie,"CHERRY KISS, DAMION DAYSKI",9.1,Laurent Sky,"Cherry's new man is a big deal on the charts, and she wants to prove she isn't some groupie he can take to bed a few times and ignore. This blonde bombshell is going to give him enough inspiration for his next drop by dropping down on his cock.",36:56:00,05-Dec-25,2025,71,https://www.blacked.com/videos/blonde-babe-gets-the-best-bbc-creampie,https://cdn.blacked.com/scene/videoimages/106106/mainLandscape/1763053541866/blacked-090623-ch-ki_3840x2160.jpeg,106106.jpeg
106105,Blacked,Trophy Wife Demands VIP BBC Service,"GAL RITCHIE, HOLLYWOOD CASH",9.4,Derek Dozer,"Trophy wife Gal has been married for what feels like an eternity, and she's feeling the pressure to cheat. If she can turn a dalliance into a little gift for her husband, maybe she can justify getting a much bigger gift for herself.",34:53:00,30-Nov-25,2025,70,https://www.blacked.com/videos/trophy-wife-demands-vip-bbc-service,https://cdn.blacked.com/scene/videoimages/106105/mainLandscape/1763459046241/blacked-070924-g-rit_3840x2160.jpeg,106105.jpeg
106070,Blacked,BBC-Queen Violet Takes On Three Cocks,"VIOLET MYERS, MANNIE COCO, HOLLYWOOD CASH, SLY DIGGLER",9.1,Derek Dozer,"Violet can't respect the rules when she's house-sitting for a client, but that's just because she needs something to distract her from fantasies she knows she shouldn't be having. When Violet gets caught, her wish just might come true... threefold.",42:18:00,25-Nov-25,2025,89,https://www.blacked.com/videos/bbc-queen-violet-takes-on-three-cocks,https://cdn.blacked.com/scene/videoimages/106070/mainLandscape/1763123221762/blacked-bbc-queen-violet-takes-on-three-cocks_3840x2160.jpeg,106070.jpeg
106069,Blacked,Hot Girl Trio Blake Sky And Scarlet Have Crazy BBC Orgy,"BLAKE BLOSSOM, SKY WONDERLAND, SCARLET SKIES, ISIAH MAXWELL, JAX SLAYHER, HOLLYWOOD CASH",9.3,Derek Dozer,"Blake, Sky, and Scarlett are supposed to be the hottest new girl group, but they're in desperate need of inspiration. When their manager sequesters them in a cabin to write some songs, these main pop girlies use the opportunity to dig deep and get in touch with their sex appeal.",37:46:00,20-Nov-25,2025,117,https://www.blacked.com/videos/hot-girl-trio-blake-sky-and-scarlet-have-crazy-bbc-orgy,https://cdn.blacked.com/scene/videoimages/106069/mainLandscape/1762857035010/blacked-091325-bl-bl_3840x2160.jpeg,106069.jpeg
106039,Blacked,Busty Beauty Cant Keep Her Hands Off Boss BBC,"RIKAKO KATAYAMA, JASON LUV",9.4,Julia Grandi,"Rikako is trying to get her client to look ahead to the future, but his head is stuck in past glories. Maybe a distraction or two will help him focus on the present.",36:05:00,15-Nov-25,2025,99,https://www.blacked.com/videos/busty-beauty-cant-keep-her-hands-off-boss-bbc,https://cdn.blacked.com/scene/videoimages/106039/mainLandscape/1762508148125/blacked-021325-ri-ka_3840x2160.jpeg,106039.jpeg
106038,Blacked,Fit Blonde Lexi Devours His Huge BBC,"LEXI LORE, DAMION DAYSKI",9,Laurent Sky,"Lexi has been called in to shoot a session with a fitness influencer. If the therapist brings the heat, she might become a therapist to the stars... or at least get a chance to squat on that cock.",45:20:00,10-Nov-25,2025,79,https://www.blacked.com/videos/fit-blonde-lexi-devours-his-huge-bbc,https://cdn.blacked.com/scene/videoimages/106038/mainLandscape/1761807711724/blacked-fit-blonde-lexi-devours-his-huge-bbc_3840x2160.jpeg,106038.jpeg
106026,Blacked,BBC-Crazy Blondes Take Turns Riding A Massive Cock,"SAVVY SUXX, DAKOTA LYN, MANNIE COCO",9.3,Laurent Sky,Dakota has a lot to learn from Savvy about selling real estate... like how to make men obsessed with seeing more of them. Now these blondes are going to seal this deal if it means sealing their lips around a dick.,48:17:00,05-Nov-25,2025,73,https://www.blacked.com/videos/bbc-crazy-blondes-take-turns-riding-a-massive-cock,https://cdn.blacked.com/scene/videoimages/106026/mainLandscape/1760704384555/blacked-032725-sa-s_3840x2160.jpeg,106026.jpeg
106025,Blacked,New Obsession Part 6,"KELLY COLLINS, JASON LUV",9.5,Julia Grandi,"By now you know the story: party girl Kelly has sobered up and discovered sex addiction. Now she's trapped in a vanilla relationship, but her boring-as-beige partner has a kinky secret and Kelly's happy to act on it.",38:55:00,30-Oct-25,2025,117,https://www.blacked.com/videos/new-obsession-part-6,https://cdn.blacked.com/scene/videoimages/106025/mainLandscape/1760696357041/blacked-new-obsession-part-6_3840x2160.jpeg,106025.jpeg
105998,Blacked,Cheating Wife Shares BBC With BFF,"AZUL HERMOSA, GIZELLE BLANCO, JAX SLAYHER",9.2,Laurent Sky,"Besties Gizelle and Azul have a lot to catch up on... like the fact that Azul is cheating on her new husband. She's just a woman who needs more, and she wants to share the abundance with her friend... and her sexy friend with the guy who's fulfilling her needs.",47:09:00,25-Oct-25,2025,68,https://www.blacked.com/videos/cheating-wife-shares-bbc-with-bff,https://cdn.blacked.com/scene/videoimages/105998/mainLandscape/1760607186205/blacked-070824-az-he_3840x2160.jpeg,105998.jpeg
105991,Blacked,Naughty Cosplayer Has Secret BBC Hook-Up,"ANGEL WINDELL, HOLLYWOOD CASH",9.1,Laurent Sky,"Angel is into cosplay, which attracts simps who send her money and think she's perfect. Cheating has never been so easy, even if the guy she's cheating with is a lot more rough with her.",38:38:00,20-Oct-25,2025,58,https://www.blacked.com/videos/naughty-cosplayer-has-secret-bbc-hook-up,https://cdn.blacked.com/scene/videoimages/105991/mainLandscape/1760086743669/blacked-naughty-cosplayer-has-secret-bbc-hook-up_3840x2160.jpeg,105991.jpeg
105997,Blacked,BBC-Hungry Besties Share A Huge Cock,"ELENA VEDEM, VANESSA ALESSIA, SOPHIE WEBER, FREDDY GONG",8.8,Julia Grandi,"Vanessa's friends Sophie and Elena are out to get laid on this trip with or without her. When Vanessa's boyfriend gets insecure about the trip, she has to choose between easing his paranoia and having the hottest group encounter of her life. Tough call...",45:44:00,15-Oct-25,2025,108,https://www.blacked.com/videos/bbc-hungry-besties-share-a-huge-cock,https://cdn.blacked.com/scene/videoimages/105997/mainLandscape/1760008740034/blacked-bbc-hungry-besties-share-a-huge-cock_3840x2160.jpeg,105997.jpeg
